@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
153,57,4,3234,2029,0.614478,0.934426,0.01732,0.934426,0.98268,0.03401,0.618144,1.511664,0.000119
154,57,4,3233,2030,0.614288,0.934426,0.017325,0.934426,0.982675,0.03402,0.617956,1.512123,0.000119
155,57,4,3231,2032,0.613908,0.934426,0.017336,0.934426,0.982664,0.03404,0.617581,1.513043,0.000121
156,57,4,3229,2034,0.613528,0.934426,0.017346,0.934426,0.982654,0.03406,0.617205,1.513964,0.000121
157,57,4,3228,2035,0.613338,0.934426,0.017352,0.934426,0.982648,0.034071,0.617017,1.514425,0.000125
158,57,4,3227,2036,0.613148,0.934426,0.017357,0.934426,0.982643,0.034081,0.616829,1.514886,0.000125
159,57,4,3226,2037,0.612958,0.934426,0.017362,0.934426,0.982638,0.034091,0.616642,1.515347,0.000125
160,57,4,3225,2038,0.612768,0.934426,0.017367,0.934426,0.982633,0.034101,0.616454,1.515809,0.000126
161,57,4,3224,2039,0.612578,0.934426,0.017373,0.934426,0.982627,0.034111,0.616266,1.516271,0.000126
162,57,4,3223,2040,0.612388,0.934426,0.017378,0.934426,0.982622,0.034122,0.616078,1.516733,0.000127
163,57,4,3222,2041,0.612198,0.934426,0.017383,0.934426,0.982617,0.034132,0.61589,1.517196,0.000127
164,57,4,3221,2042,0.612008,0.934426,0.017389,0.934426,0.982611,0.034142,0.615702,1.517659,0.000127
165,57,4,3220,2043,0.611818,0.934426,0.017394,0.934426,0.982606,0.034152,0.615515,1.518122,0.000127
166,57,4,3219,2044,0.611628,0.934426,0.017399,0.934426,0.982601,0.034162,0.615327,1.518585,0.000127
167,57,4,3218,2045,0.611438,0.934426,0.017405,0.934426,0.982595,0.034173,0.615139,1.519049,0.000128
168,57,4,3217,2046,0.611248,0.934426,0.01741,0.934426,0.98259,0.034183,0.614951,1.519513,0.000129
169,57,4,3216,2047,0.611058,0.934426,0.017415,0.934426,0.982585,0.034193,0.614763,1.519977,0.000131
170,57,4,3215,2048,0.610868,0.934426,0.017421,0.934426,0.982579,0.034203,0.614576,1.520442,0.000131
171,57,4,3214,2049,0.610678,0.934426,0.017426,0.934426,0.982574,0.034214,0.614388,1.520907,0.000131
172,57,4,3213,2050,0.610488,0.934426,0.017431,0.934426,0.982569,0.034224,0.6142,1.521372,0.000131
173,57,4,3212,2051,0.610298,0.934426,0.017437,0.934426,0.982563,0.034234,0.614012,1.521837,0.000134
174,57,4,3211,2052,0.610108,0.934426,0.017442,0.934426,0.982558,0.034245,0.613824,1.522303,0.000134
175,57,4,3209,2054,0.609728,0.934426,0.017453,0.934426,0.982547,0.034265,0.613449,1.523235,0.000136
176,57,4,3207,2056,0.609348,0.934426,0.017463,0.934426,0.982537,0.034286,0.613073,1.524168,0.000136
177,57,4,3205,2058,0.608968,0.934426,0.017474,0.934426,0.982526,0.034306,0.612697,1.525103,0.000137
